bin_edges,counts
-0.9442,10
-0.84841,11
-0.7526200000000001,20
-0.65683,26
-0.56104,27
-0.46525000000000005,28
-0.36946,31
-0.2736700000000001,35
-0.17788000000000004,22
-0.08209,16
0.013699999999999934,46
0.10948999999999998,47
0.20528000000000002,89
0.30107000000000006,117
0.3968599999999999,162
0.4926499999999999,135
0.58844,164
0.68423,137
0.78002,141
0.8758099999999999,101
